way_id,highway,name,oneway,maxspeed_raw,refs
787494360,residential,,,,7362885641|7362885642|7362885640
787494361,residential,,,,12093402406|7362885636|12093402405|7362885637|7362885638|7362885639|7365817979|7362885647|7362885646|7362885587|7362885586|7362885645|7362885644
787494362,residential,,,,2221471094|7365894723|7362885652|7362885651|7362885650|7362885649|7362885648|7362885644|7362885643|7362885642
787494363,residential,,,,659513128|7362885675|7362885674|7362885673|7362885672|7371557952|7362885670|7362885671|7362885669|7362885665|7371986239|7362885668|7362885667|7362885666|7362885664|7362885663|7362885662|7362885661|7362885678|7371986248|7362885676|7362885679|7362885680|7362885681|7362885682|7362885688
787495246,residential,Dr. R Chidambaram Marg,,40,7362892741|7362892740|7362892739|7362892738|7362892737|7362892736|7362892751|7362892735|7362892750|7362892749|7362892748|7362892747|7362892746|7362892745|7365998865|7362892744|7362892743|7362892783|7362892742|7362892784|7362894386|7362894387|7362894388|7362894389|7362894390|7362894391|7362894392|7362894393|7362894394|7362894395|7362926213|7362894396|7362894397|7362894398|7362894399|7362894400|7362894401|7362894402|7362894403|7362894404|7362894405|7362894406|7362894407|7362894408|7362892782|7362894409|7463765617
787498939,service,,,,7362926208|10910633437|7362926215
787498941,service,,,,10910633429|10910633430|7362926194
787498943,service,,,,7362926213|7365998879|7362926212
787504908,residential,,,,11045885928|7362978038|11045887260
787504909,residential,,,,7362978039|7362978040|7362978041
787504910,residential,,,,2230389426|7362978047|7362978043|443799834
787506451,service,,yes,,7362994457|11021750587|11042029613|11021750586
787506452,service,,yes,,7362994444|10923472469|7362994445|7362994446|7362994447|7362994448|7362994449|7362994450|12377692647|12377692650|7362994451|7362994452|7362994453|7362994454|7362994455|7362994456|7362994457
787506453,service,,,,7362994460|7362994459
787514339,residential,,,,7363067968|10936277370|13674350540|7363067967|13674350530|13674350531|13674350532|13674350533|13674350534|13674350535|13674350536|13674350537|13674350538|13674350539|13674350540
787514340,residential,,,,7363067973|12470942744|12470942736|12470942739|12470942742|7363067971|12470942743|12470942740|7363067969|12470942741|8878325447|8878325446|8878325445|8878325444|8878325443|8878325439
787514344,residential,,,,2246662762|2246662757|2246662751|2246662747|2246662746|2246662750|2246662749
787514345,service,,,,11277200764|6590245278|7363083720
787514347,service,,,,7363083772|7363083767|7363083766|7363083765|7363083764|7363083763|7363083762
787514348,service,,,,7363083776|7363083768|7363083762|7363083775|7363083769|7363083774|7363083773|7363083772|7363083771|7363083770
787514349,service,,,,7363083819|7363083818|7363083817|7363083816|7363083815|7363083814|7363083813|7363083812|7363083811|7363083810|7363083809|7363083808|7363083807|7363083806|7363083805
787516619,service,,,,7363052764|11042620236|11042620237|7363052763|7363052762|7363052761|7363052760|7363052759
787516623,service,,,,7363106286|7363052784
787521144,service,,,,7363134630|7363083776
787521145,service,,,,7363083777|7363134630
787546843,residential,,,,2245082856|344887309
787565486,residential,,,,7363602509|7363602510|10741465144
787565488,service,,,,7363602547|11068810952|7363602549|7701594001
787565490,residential,,,,7363602563|7363602562|7363602564|7363602567|7363602566|7363602565
787565491,service,,,,7363602568|7363602569|7363602570
787565492,residential,,,,7363602571|2245082149
787565493,residential,,,,4161412280|7363603293|7363603294|7363603296|7363603295|7363603292|7363602572
787565494,residential,,,,4161412281|7363602575|7363602576|7363602577|7363603287|7363602578|7363602579|7363602580|7363602581|7363602582|7363602583|7363603289|7363603291|7363603290|7363603288|7363602584
787572205,secondary,60 Feet Road,yes,,7416644608|13947323844|13947323841|7416644606|13847213883|7416644605|13847447450|7416644604|7416644602|7416644601|7416644600|13847213885|7416594668|9798857359|7416644598|7416644597|7416644596|7416644595|7416644594|7416594667|7416644591|7416594666|7416644590|7416644589|7416644588|7416644587|13847213887|7416594682
787572206,residential,,,,13507986893|13507986892|13507986891|13507986890|1365948988|2371633651|2371633652|2371633653|1365948998|2371633654|13847707344|2370341601
787572207,living_street,,,,11054182736|7459252366|7459252367|13519301042|7361767676|7361767669|7361767678
787843442,residential,,,,7365690054|13690974871|7365690059
787843443,residential,,,,7365690058|11043390664|7365690057|11043383260|7365690060
787843575,service,,,,7365778186|7365778187|7365778188|7365778189
787843576,residential,,,,12557971227|12557971222|7365778297|7365778290|7365778291|7365778292|7365778296|7365778288|7365778287|7365778289|7365664984|7365778285|7365778286|7365778295
787843933,residential,,,,12435559669|7365714408|13681100234|7365714410|13681100213|7365714407|9963502501|13681100240|13681100241|13681100242|13681100243|13681100244|9963502504|9963502502|13681100245|13681100246|13681155920|13681100212|13681100215|13681100247|13681100249|13681100224|13681100227|13681100230|12435559671|9963502503
787843934,service,,,,7365714411|7361844630|7365714409
787844087,residential,,,,7365729283|7365729273|7365729272|7365729271|7365729270|7365729269|7365729268|7365729267|7365729266|7365729265|7365729264|7365729263|7366328555|7365729262|7365729261|7365729260
787844089,residential,,,,7365781936|7365781934|7365781933|7365781932|7366125220|7366125219|7366125218|7366125217|7366125216|7366125215|7366125214|7366125213
787844090,residential,,,,5428700602|5428706487|5428706486|7350642375|7350642361|5428706485|7350642373|5428706484|5428706483|5428706482|7365781968|5428706481|7365781967|7370530275|5428706480
787845074,residential,,,,7365783611|7365783610|11168852046|7365783609|7365783608|11168852039|11168852040|11168852041|11168852042|11168852043|11168852044|11168852045|7377432979
787845075,residential,,,,13773394613|2221090528|7365783618|7365783617|7365783616|7365783613|7365783614|7365783615|12384230256|7365783627
787845076,residential,,,,7365783647|7365783645|7365783644|7365783643|7365783642|7365783641|7365783640|7365783639|7365783638|7365783637|7365783636|7311130539
787845077,residential,,,,7365783673|7365783660|7365783659|7365783658|7365783657|7365783656|7365783655|7365783654|7365783653|7365783652|7365783651|7365783650|7365783649|7365783648|7365783647|7365783646|7365783635|7365783634|7365783633|7365783632|7365783631|7365783630|7365783629|7365783628|7365783627|7365783626|7365783625|7365783624|7366176456|7365783619
787845078,residential,,,,7365783665|7365783666|7365783664|7365783667|7365783668|7365783663|5757798341|7365783669|7365783670|7365783671|7365783672|7365783673|7365783674|7365783675|7365783676|7377452587|5757798340|5757798339|5428707648
787845715,service,,,,7365802187|7365802186
787845716,service,,,,7365802200|7365802198|7365802190|7365802197|7365802196|7365802195|2216800438
787845717,residential,,,,7365802220|7365802219|7365802218|7365802217|7365802216|7365802215
787846123,service,,,,7365806485|11041913361|7365678884|7365678883|7365807165|7365807164|7365807163
787846124,service,,,,8711204583|8711204582|8711204581|8711204580|8711204579|8711204578|7365806490|7365806489|7365806488|7365806487|7365806486
787846125,service,,,,7365806491|7365806494
787846126,residential,,,,7365806498|7365806497|7365806506
787846127,residential,,,,7365806510|7365806509|7365806508|7365806507|7365806506|7365806505|7365806504|7365806503|7365806496|7365806502|7365806501|7365806500|7365806499
787846523,service,,,,7365790611|7365790615|7365790616|7365790613|7365790614
787846524,service,,,,2227588971|7365790643|8779393631|7371534278|7371534277|7371534276|7371534275
787846525,service,,,,7366182527|7365790644|11068825628|7365790646|7365790645|7365790628|7365790627|7365790626|7365790625|7365790624|7365790623|7371534279|7371534280|9384077863|7365790622
787847148,service,,yes,,11038596106|10938884045|11038596105|9681536645|7365810900|7365810899|7365810898|7365810897|7365810896|7365810895|7365810894|7365810893|7365810892|7365810891|7365810890|7365810889
787847149,residential,,,,13926006527|10939044108|12073212635|9969485366
787847663,service,,,,7365807155|7365807154|7365807153|7365807152|7365807151
787847664,residential,,,,7365807157|7365807158|7365807159|7365807156|7365807160|7365807167|7365807161
787849082,residential,,,,7365817911|7365817910|11061346366|7365817909|7365817908|7365817907
787849084,residential,,,,5751525625|7365817918|7365817917|7365817916|7365817915|7365817914|7365817913
787849085,residential,,,,7365817931|7365817930|7365817929|7365817928|7365817926|7365935298|7365935299|7365935297|11061346958|7365817925|7365817924|11061368169|11061346956|11061368181|7365817923|7365817922|11061368179|7365817921|7365817920|7365817919
787849552,trunk,Uran Road,yes,,7365836632|7560542528|683793909|7560542526|683793908|7560542524|683793907|7560542518|7560542517|7560542515|683793905
787849553,trunk,Uran Road,yes,,7365836631|7365836632
787849554,trunk,Uran Road,yes,,7365836647|7365836646
787849555,trunk,Uran Road,yes,,2480204402|386474625|7560542516|5611354247|7560542522|7560542523|343359850|7560542525|386474621|7560542527|7365836647
787849579,residential,Pipeline Road,yes,,13619546452|13619546453|10923400520|13619546480|7366140432|622007285|13619546456|13630509102
787850274,residential,,no,,2248800172|7365819264
787850276,residential,,,,7365819265|7365819268|7365819269|7365819270|7365819271|7365819272|7365819273|7365819274|7365819275|7365819276|7365819277|7365819278|7365819279|7365819280|7365819281|7365819282|7365819283|7365819284|7365847585|7365847586|7365847587|7365847588|7365847589|7371054104|7365847590|7365690050|7362894410
787852300,residential,,,,5518339356|7365818053
787852301,residential,,,,7365818056|13922684096|13922684095|7365818057|7365818058|7365818060|13922684092|13922684036|13922684038|7365818059
787852320,service,,,,1366856920|7365847974|7365847977
787852321,service,,,,7365847978|7365847977|7365847976|7371054139|7371054140|7371054141|7365847975|7365847968|7371054138|7371054137|7371054136
787852322,service,,,,12393113809|2248800684
787853164,tertiary_link,,,,7365880808|7365880807|7365880804|7365880806|7365880805
787853466,residential,,,,7365868632|7365868631
787853467,living_street,,,,2248801287|7371054147|7371054146|7362926211|7362926214|7365868634
787853483,living_street,,,,7365811573|7365811572
787853484,service,,,,7365811582|7365811581
787853485,service,,,,7365882788|11135785431|7365811582|7365882787|7365882786|7365882785|7365811584|7365811583
787853487,residential,,,,7365882797|7365882796
787853489,residential,,,,7365882810|245655112|245654987|3632796907|355844527
787853490,residential,,,,245655112|3632796979|3632796982|245655116
787853497,service,,,,7365871204|11054640728|7365871203
787853734,service,,,,7365885085|7365885086
787854362,residential,,,,11068224655|11068224654|11068224653|11068224652|11068224651|11068224650|11068224649|11068224648|7365879252|7365879253|7365879254|7365879255|11068224655|7365879256
787854544,service,,,,7365864140|7365864136|7365864143
787854545,service,,,,7365864141|11027216584|7365864140|7365864139|7365864138|7365864137
787854546,service,,,,7365864146|7365864145|7365864144|7365864143|11027216585|7365864142
787854547,residential,,,,7365864158|7365864155|7365864147|7365864154|7365864150|7365864149|7365864148|2237026913
787854548,residential,,,,7365864161|7365864170
787854549,residential,,,,7365864181|7365864162
787854550,residential,,,,7365864168|13392730201|3640763004|7365864165
787854551,residential,,,,7365864178|7365864176|13423874704|13392703481|7365864162|13392703479|7365864172|7365864165|13392703477|7365864170|10925671231
787854742,residential,,,,13691161981|13691161980|7365885398|13691161978|7365885401|7365885400|13691161964|13691161976|7365885399
787854743,residential,,,,246472055|13691161983|7365885393|7365885392|7365885391|7365885395|7365885396|7365885397|7365885401|7365885402|13691161974|7365885403|7365885404|13691161955|13691161957|13691161954
787854744,service,,,,7365885446|7365885445|7365885444|7365885443|7365885442|7365885441|7365885440|7365885439|7365885438|7365885437|7365885436|7365885435|7365885434|7365885433|7365885432|7365885431|7365885430|7365885429|7365885428|7365885427|7365885426|7365885425|7365885424|7365885423|7365885422|7365885421|7365885420|7365885419|7365885418|7365885417|7365885416|7365885415|7365885414|7365885413|7365885412|7365885411|7365885410|7365885409|7365885408|7365885407|7365885406
787854806,residential,,,,7365894735|7365894678|7371225494|7371225493|7365894648
787854807,residential,,,,7362597062|7371745118|7371745131|7371745130|7371745129|7371745128|7371745127|7371745126|7371745125|7371745124|7371745123|7371745122|7371745121|7371745120|7371745119|7371745132
787854808,residential,,,,7365894723|14019800054|7365894692
787854809,residential,,,,7365894731|7365894616|7365894644|7365894683|7371202151|7371202150|7365894608
787854810,residential,,,,7365781948|7365894703|7370732732|7370732731|7370732730|7370732726|7370732729|7370732728|7370732727|7365781954
787854811,residential,,,,7366099173|7366099170|7366099174|7366099175|7366099176|7366099177|7366099178|7366099179|7365781895
787854812,residential,,,,13773394611|7365894705|7371743473
787854813,residential,,,,7365894657|13773394608|7365894612|7365894708|7366176410|7365894615|7366176411|7366176412|7366195172|7366195173|7366176413|7366176414|7366176415|7366195174|7366176417|7366176418|7366176419|7366176421|7366176422|7366176423|7366176424
787854815,residential,,,,7366035747|7365894652|7366035748|7365894637|7371832130|7366035749|7366035750|7366035751|7366035752|7366035754|7366035755|7366035756|7366035757|7366035758|7366035759|7366035760|7366035761|7366035762|12350674286|7366035763|7366035764|7366035765|7366035766|7365894716|2441621732
787854816,residential,,,,2221471147|7371557926|7365894625|7365893380|7365893379|7365893378|7365893377
787854817,residential,,,,7365894632|7365894610
787854818,residential,,,,7365790487|13773394606|7365894623|11061026211|7365894668|7365894701|7366099161|7366099160|7366099159|7366099158
787854819,residential,,,,2221471188|7371832162|7371832163|7365893384|7365894698|7371832164|7365894587|7365894638|7371832165|7371832166|7365894639|7371832167|7371832168|7371832169|7371832170|7371832171|7371832161|7362885654
787854821,residential,,,,7365893383|11061342522|7370530280|7365894617|7370732690|7365894646
787854823,residential,,,,7365894665|7365894694|7365894650|11060812526|7365894634|7365894700
787854824,residential,,,,5177728163|7365894654
787854827,residential,,,,5430507217|7365894736|7374097005|7365894624|7374097002|7374097004|7374097003|7365894661
787854828,residential,,,,7365817957|11061411639|7370534015|7370534016|7365894721|7365894595|13442447605|13442447601|13442447602|13442447604|13442447603
787854829,residential,,,,7371225485|7371202181|7371202182|7371202183|7371225486|7371225487|7371202184|7371225488|7371225489|7365894739|11068132329|7365894620
787854830,residential,,,,7365894645|7365894622
787854831,residential,,,,13773394629|7362881858|7362881857|7362881856|7362881855|7362881854|7366099157|7362881853|7362881852|7362881851|7362881850|7366099156|7362881849|7366099155|7366099154|7366099153|7371743483|7366099152|7366099151|7366099150|7366099149|7366099148|7366099147|7366099146|7366099145|7365894708|7366176449|7366176450|7366176451|7365894642|7371743473|7365894619
787854832,residential,,,,5435140109|7365894695|7374840368|7365894719|7365894649
787854833,residential,,,,7365894643|7365894737|7365894706|7371743458|13773394618
787854834,residential,,,,7362881877|7365894626|7365894614|7371986188|7371986187
787854835,residential,,,,7365894699|7340082305
787854836,residential,,,,7365894713|13545880760|13545880768|7365894681|7365893382|7365894600|7365894613|14109901499|2221471176
787854837,residential,,,,2441638674|7366070987|7340082304|7365894679|7366070988|7366070989|11070428679|7365894666|7365894588|7366070990|7365894633|7366070993|7366070991|7366070994|7366070992|7365894680|7366070995|7365894662|7366070996|7366070997|11063392687|7366070998|7365894607|7365894738|7362601589
787854838,residential,,,,7365894738|7365894610|7371202156|11068979076|7365894728|7366070999|7365894714|2441638658
787854839,residential,,,,7366071023|7366071018|7366071022|7366071024|7366071025|7366071019|7366071021|7366071020|7366071017|7366071026|7366071027|7366071016|7366071028|7366071029|7366071030|7366071031|7366071015|7365894628|7365894729|7278886612|7362601589
787854840,residential,,,,7366035738|7366035740|7366035741|7365894711|7366035742|7366035743|7365894658|7365894659|7365894718|7377422135|7365894682
787854841,residential,,,,659515077|7365894629|7365894589|7365894606|11060868454|11060935597|11060935598|11060935599|11060935600|11060935601|11060935602|7365894700
787854842,residential,,,,7366176457|7365894674|7365894594|7365894690|7366176452|7366176453|7365894687|7366176454|7366176455|7365894691|7365894599
787854843,residential,,,,7365894699|7366035780|7366035775|7366035774|7366035779|7366035778|7366035777|7366035776|7365894717|7365894725
787854844,residential,,,,14109910508|7365894596|7365894593|7371832175|7371832174|7371832173|7371832172
787854846,residential,,,,2221471140|7371832148|7371832149|7371832147|7371832150|7365894720|7365894727|7371832151|7371832132|7365894653|7365894627|7371832152|7365894676|7365894671|7371832153|7365894592|7371832159|7371832158|7371832157|7371832160|7371832156|7371832155|7371832154|7365894651
787854847,residential,,,,7365894673|11070485946|7365894649|7377425078|7365894722|13773394604
787854848,residential,,,,7365894694|7365894629
787854849,residential,,,,5757918344|7371863110|7365894663|7365894685|7311130325|7371863091|7371863093|7365894667
787854850,residential,,,,2441642040|7365894689|7365935305|7365894732|7365935304|7370530274|7365935303|7365935302|7365935300
787854851,residential,,yes,,7370534004|7365894602|7370534010|7370534003|7370534002|7370534001
787854852,residential,,,,7374487533|7374487534|7374487535|7374487532|7374487536|7365894604|7365894586|7365894693
787854853,residential,,,,7365894636|7371352626|7371352627|7371352628|7371352629|7365894669|7371352632|7365894734|7371352630|7371352633|7371352631|7371352634|7365894704|7365893381|11070462182|7365894609
787854854,residential,,,,7365894699|7371202155|7371202154|7371202153|7365894598|7365894672
787854855,residential,,,,7371981284|7371981283|7371981282|7371981281|7371981280|7371981279
787855362,service,,,,7365888451|7365888452
787855363,service,,,,7365888453|7365888452|7365888454
787855448,service,,,,2237026717|13397591541|7365884336|7365884335|7365884334|13397591536|7365884333|7365884332
787855487,service,,,,7365876484|7365876483
787856690,tertiary,Air India Road,yes,,4342421081|621976586
787856691,tertiary,Air India Road,yes,,621976586|4342421082
787856692,tertiary,Air India Road,yes,,621976590|7365913786|4342421083
787856693,tertiary,Air India Road,yes,,4342421098|6638799176|621976590
787858368,residential,,,,7365923716|7365923719|7365923717
787858369,residential,,,,7365923719|2245082350
787858371,residential,,,,7365923723|2245082421
787858372,residential,,,,7365923724|7365923726|7365923727|13925436319|13925436320|13925436321|13925436322|13925436323
787859553,residential,,,,7365935290|7365935287|7365817926
787859554,residential,,,,7365935294|7365935292|7365935291|7365935290|7365935289
787859556,service,,,,7365935362|11166843142|7365935361|7365935360|7365935359|7365935358|11166843139|11166843141|7365935357
787859720,service,,,,7365927301|7365927299|7365927300
787859736,service,,,,2227588117|11037121743|11043339481|7365934502|9932963665|8779002276|7365934503|2227588156
787859737,residential,,,,12419292161|7365934515|7365934512|7365934511|7371534241|7365934510|7365934509|7365934504|7365934507|7365934506|7371534242
787859738,service,,,,7365934524|10936248816|7365934523|7365934522|7365934521|7365934520|7365934519|7365934518|9932963671|7365934516|9933265928|7365934517|9933265922|9933265923|9933265924|9933265925|9933265926|9933265927
787859739,residential,,,,7365934535|10923829173|7365934536|7365934531|7365934530|7365934529|7365934528|7365934527|7365934526|13805380290|7365934525
787859741,service,Vintage Point Residency Road,,,7365934537|7365934562
787859742,residential,,,,7365934576|2227588359
787859743,residential,Everest World Circle Road,yes,,7365934540|10279403400
787859744,residential,Everest World Circle Road,yes,,8562394766|8562394767|7365934540|7365934545|7365934547|7365934548|7365934551|8562394764|2227588374|7365934555|8562394765|7365934556|7365934557|7365934558|7365934561|7365934562|7365934563|7365934564|7365934572|7365934573|8562394766
787859745,residential,Everest World Circle Road,yes,,10279403399|10006525813|7365934548
787859746,residential,Everest World Circle Road,yes,,2227588352|7365934578|7365934577|7365934576|7365934575|7371534243|7365934556
787859747,residential,Everest World Circle Road,yes,,2227588374|2227588380|2227588372|2227588359|10006525824|7365934544|2227588352
787864593,service,,,,7365952273|11166590638|7365952272|11047603200|11047661908|7365952271|7365952270
787866275,service,,,,4368948808|7365952166|4368948809|7365952167|7365952175|7365952168|7365952174|7365952169|7365952173|7365952165|7365952172|7365952164|7365952171|7365952170|4368948808
787866276,service,,,,7366008400|10921263194|7366008399|7366008398|7366008397|7366008396
787866278,residential,,,,9350865461|7366008404|7366008405|7366008406|7366008407|2227587960|2227587957
787866279,residential,,,,2227587957|7371534257|7371534255|7371534256|7371534254|7371534259|7371534258|7366008403|7391552066|7391552065|7391552064
787866280,residential,,,,7371534262|2227587972|9350865451|9350865462|9350865461|2227588000
787866281,residential,,,,10251547852|11043407993|2227588101|6618373838
787866282,tertiary,38th East Street,yes,,7366008439|7366008440|7366008437|13416028709|13732121343|7366008441
787870564,residential,,,,7366043792|7366043791|7366043789|7366043790|7372035742|7372035741
787870565,residential,,,,1654348913|7366043792|7366043793
787870582,residential,,,,7366031160|12697819074|7366031141|12697819075|7366031140|7366031139|13824306748|13824306760|13824306758|9887092592|13824306756|9887092589|9887092591|13824334504|7434258577
787870583,service,,,,7366031158|12649888814|12649888810|12649888809|7366031157|7366031156|7366031155|7366031154|7366031153
787871236,residential,,,,7366033936|7366033935|7366033934|7366033933|7366033932|7366033931|7366033930|7366033929|7366033928|7366033927|7366033926|7366033925|7366033924|2230421654
787871237,residential,,,,2230421644|7366033947|7366033946|7366033945|7366033944|7366033943|7366033942|7366033941|7366033940|7366033939|7366033938|7366033937
787871239,residential,,,,7366033981|7366048392|7366048391|7366033980|7366048390|7366048389|7366048388|7366048387|7366048386|7366033982|7366048385|7366033984|7366033983
787871676,service,,,,2501370907|10963289941|2501371673|2501370911
787872354,residential,,no,,13820106330|13820106329|7366035718|13820106331|7366035717|13676684862|7366035716|7366035715|13676684868|13676684869|7366035714|11064597850
787872355,residential,,yes,,7366035721|7366035722|11043464196|7366035723|7366035724|7366035725|7366035726|7366035727|7366035728|7366035729|13794137784|11043464187|10936627604|11043464185
787873901,residential,,,,7366035733|9164971314|7366035734|7365894688|7366035735|7366035736|7366035737|7365894724|7365894670
787873902,residential,,,,7365894598|7366070986|7366070985|7366035784|7366035783|7366035782|7371202152|7366035781
787873903,residential,,,,7366071004|7366071000|7366071003|7366071001|7374487495|7374487494|7374487493|7374487492
787873904,residential,,,,7366071014|7366071013|7366071012|7366071011|7366071010|7366071009|7366071008|7366071007|7366071006|7366071005
787874318,residential,,,,11204108924|11204108923|11204108922|11204108921|7284475932|7284475933|7284475934|7284475935|7284475936|7284475937|7284475938|7279355810|7279355811|7279355812|7279355813|7279355814|7279355815|7279355816|7279355817|7279355970|7279355818
787875522,residential,,,,7366077467|7366077464|13765825657|1634012735
787876864,residential,,,,7366092499|7366092500|7366092501
787876865,residential,,,,7366092503|7366218184|7366218385|7366092504|1920266069
787876866,residential,,,,7366092505|7366092507
787876867,residential,,,,11038565014|7366092510|2125060246
787877205,residential,,,,7366057240|7366057241|11182539374|7366057239
787877206,residential,,,,11182539373|7366057241
787877440,residential,,,,7366099837|3795056181
787879064,residential,,,,5751454582|7366099167|7366099166|7366099162|7366099165|7366099164|7366099163
787879065,residential,,,,7366125186|7366125185|7366099184|7366099183|7366099182|7366099181|7366099180|7366125187
787879066,residential,,,,7350599603|7350599602|7350599673
787879067,residential,,,,7366125212|7366125211|7366125210|7366125209|7366125208|7366125207|7366125206|7366125205|7366125191|7366125190|7366125189|7366125188|7365729282
787879397,tertiary,Court Lane,yes,,7366127469|10945709601|7366127467|7366127466|7366127465|7366127464|7377660284|7366127468
787879398,tertiary,,yes,,10277314347|10277314321|10277314322|10277314323|10277314324|10277314325|7396757085
787879399,tertiary,,yes,,7366127472|10277314349
787879402,residential,,,,1939192959|9909233748
787879403,service,,,,7366128605|7366128604|7366128603|7366128602|7366128601|7366128600|7366128599|7366128598
787879404,residential,,,,245682375|13974282354|13974282353|13974282341|13974282342|13974282343|13974282344|13974282345|13974282346|13974282347|13974282348|13974282349|13974282350|13974282351|13974282352|13974282353
787879405,residential,,yes,,245682435|7331439057|13904203209|13904203208|13904192499|245682400|13904217931|13903742275|245682387|13904217925
787879406,residential,Road Number 2,,,245682604|2222710060|11059385662|11056688807|11056688808|1646690892
787880792,residential,,,,13619662347|7366140344
787882418,service,,,,2224422635|7366141152|7366141151|7366141150|7366141149|7366141148|7366141147|7366141146|7366141145|7366141144|7366141143|7366141142|7366141141|7366141140|7366141139|7366141138|7366141137|7366141136|7366141135|7366141134
787882419,service,,,,2224873842|7366141162|7366141161|7366141160|7366141159|7366141158|7366141157|7366141156|7366141155
787882420,service,,,,2224873907|2224873902
787882421,service,,,,2224873987|2224873967|2224873960|2224873957|2224873973|2224873970|2224873965|2224873954|2224873948|2224873835|2224873821|2224873819|2224873822|2224873831|2224873838|2224873840|2224873842|2224873848|2224873875|2224873868|2224873858|2224873852|2224873849|2224873846|2224873844|2224873847|2224873851|2224873888|2224873898|2224873905|2224873907
787882445,residential,,,,7366141719|7366141720|7366244214|7366244213|7366244212|7366244211|7366244210|7366244209|7366244208|7366244207|7366244206
787883171,service,Lok Puram Internal Road,,30,4367377437|4367377438|9208555749|6117593723|9208555750|11027522024|6117593724|7366137797|6117593732|6117593731|6117593729
787883174,service,,,,7366137846|13633937430|7366137844|8448787210|13814699678|7366137842|13814699679|7366137841|13633937429|8321932693
787883177,residential,,,,2230882229|2230882227|2230882225|2230882220|7366137826|7366137825|7366159399
787883357,residential,,,,4352245927|4352245932|4352245928|4352245929
787883358,residential,,,,7366153523|476461203
787883920,tertiary,Lokhandwala Marg,yes,,7366152051|7397142005|7366152039|7366152041|7366152042|10255553996|13760231954|7366152043|11064204047|7366152044|7366152045|13720559354|13762463344|10131724358|13720601495
787886192,residential,,,,7366173015|7366173014|7366173013|7366173012|7366173011|7366173010|7366173009|7366173008|7366173007|7366173006|2230422162
787886193,residential,,,,7366173038|7366173037|7366173036|7366173035|7366173034|7366173033|7366173032|7366173031|7366173030|7366173029|7366173028|7366173027|7366173026|7366173025|7366173024|7366173023|7366173022|7366173021|7366173020|7366173016|7366173019|7366173018|11158400555|11158400554|11158400553|7366173017
787886194,residential,,,,2441621461|4233657047|4233657048|4233657049|4233657053
787886195,residential,,,,2441621461|2441621457
787886196,residential,,,,7350272004|7350272003
787886197,residential,,,,3797743399|7315777198|7315777200|7315777199
787886198,residential,,,,7365952269|7350751433|7366173053|7366173052|7366173051|7366173050|7366173049|7366173048|7366173047
787886199,residential,,,,7350247176|7366173056|7366173055|7366173054|10548601361|10548601362
787886287,residential,,,,7366176437|7366176398|7366176409|7366176408|7366176407|7366176399|7366176406|7366176405|7366176397|7366176404|7366176403|7366176402|7366176401|7366176400|7366176411
787886289,residential,,,,5430507214|7366176428|7366176427|7366195180|7366195179|7366176425|7371743482|7371743481|7371743480|7371743479|7371743478|7371743477|7371743476|7371743475|7371743474
787886290,service,,,,7366176448|7366176447|7366176446|7366176445|7366176444|7366176443|11068224988|7366176442
787886291,residential,,,,7366176472|7366176471|7366176470|7366176469|7366176468|7366176467|7366176466|7366176465|7366176464|7366176463|7366176462|7366176461|7366176460|7366176459|7366176458
787890083,residential,,,,7366200082|7366200081|7366200080|7366200079|7366200078|7366200077|7366200076
787890084,living_street,,,,11070489396|7366213285|7366200082|7366200084|7366200083|2230389512
787890085,residential,,,,2230389406|11059309622|7366213288|7366213289|7366213290|7366213291|7366213292|2230389412
787890086,residential,,,,4367564016|1647016472|6415827058
787890087,service,,,,7366213307|11037169419|7366213306|7366213305|7366213304|7366213303|7366213302|7366213301|7366213300|7366213299|7366213298
787891100,tertiary,,yes,,7366182526|7366182527|9384077864|7366182528|7366182516|7366182515|4367705341|7366182529|13744294868|13803573656|10074701686|7366182531|7366182532|10074701684|7366182514|13803573659|13803573661|2493592661
787891145,service,,,,7366217783|7366217778|7366217777|7366217776|7366217775|7366217774|7366217773|7366222193
787891146,service,,,,7366222195|7366222194|7366222193|7366222192|7366222191|7366222190|7366222189|7366222188|7366222187|7366217779|7366222186|7366222185|7366217784|7366217783|7366217782
787891147,residential,,yes,,7366222198|7366222199|7366222200|7366222201|7366222202|7366222203|7366222204|11054786681|7366222196|1647016309
787891154,service,,,,7366195119|7366195118
787891155,service,,,,7366195121|7366195120
787891156,service,,,,700746546|7366195130
787891157,service,,,,7366057252|14019769641|7366195133
787891158,service,,,,7366195139|7366195138|7366195137|7366195136|7366195135|14019769642|7366195134
787891159,service,,,,11224683821|7366195145|7366195144|7366195143|7366195142|7366195141|7366195140
787891160,service,,,,245657131|10939542259|7366195149|12069277528|12069277529|12069277531|12069277530
787892257,residential,,,,7366209783|12073201955|7366209782
787892258,residential,,,,7366229391|7366229390|7366229389|7366229388|7366229387|7366229386|7366229385|7366209784|7365810904|7365810902
787892500,residential,,,,7366195178|7366195177|7366195176|7366195175|7366176415
787892501,residential,,,,7365781947|7366231410|7366231409|7366231408|7371986191|7370732742|7366231406|7371986190|7366231405|7366231404|7371986189|7366231402|7366231401|7366231400
787892502,residential,,,,5751455628|7366231399|7366231398|7366231397|7366231396|7366231400|7366231395|7366231390|7366231394|7366231391|7366231392|7366231393|7366231417|7366231416|7366231415|7366231414|7366231413|7366231412
787892503,residential,,,,7365781934|7366231419|7366231418|7365781885
