way_id,highway,name,oneway,maxspeed_raw,refs
22850347,residential,C R Marg,yes,,245659406|13951344491|2216353101|13759601059|245659359
22850376,residential,Sudam Kalu Ahire Marg,,,245659448|13759601078|13909359758|13454784385|245659640|13951289537|13951289541|13957449000|13957448995|13951289549|13951289545|13454784377|245659882
22850380,primary,Appasaheb Marathe Marg,yes,,245660380|13866690554|14000035801|13825483688|245660346|14002256149|10723261360|245660330|9081782352|11045702863|11043921538|11043921535|296353490|10277822555|13827379908|10271314328
22850484,primary,Senapati Bapat Marg,yes,,13073741409|768595343|13802299621|245658621|13802299616|245658674|10248861959|6571935108|6571935098|6985992871|6569236682|2805271338
22850489,primary,Doctor R.G. Thadani Marg,yes,,245659483|2299255920|13454809871|768599588|13999942131|768599589|11068644176|13999942133|13999942145|13999942139|768599590|2299255925|768599591|245659597|11068631628|13375816952|768599928|13454809833|13947587138|768599932|13947587129|13454809875|768599931|768599930|13947587141|768599929|768596067|2299255929|245659718|768599579|2299255934
22850504,primary,Khan Abdul Gaffar Khan Marg,yes,60,13518901993|10943518998|2216534404|2216534419|13947587151|13947587148|13947587179|13568670247|13454809851|768599600
22850510,primary,Khan Abdul Gaffar Khan Marg,yes,,475706090|245660649
22850512,primary,Prabhadevi New Road,yes,,768662264|245660321|13071895411|13073735818|13201026521|13229695043|7394064183|13764013213|245660548|13071961086|462261958
22850522,residential,,,,245656792|245656794|245656795
22850524,residential,Hosp Lane,,,245656655|7365712478|245656672|245656682
22850525,residential,Church Street,,,245656716|245656717
22850526,residential,D Lane,,,245656680|245656682
22850527,residential,Nava Street,,,245656741|245656743|245656744
22850528,residential,,,,245656682|245656717
22850531,residential,Malet Bandar Road,,,245656105|245656132
22850534,residential,Nawab Tank Bridge Road,,,245656869|245656871
22850536,residential,,,,245656717|245656744
22850537,service,Kasara Basin Road,,,245657294|14019769614
22850541,residential,,,,245656795|8645637202|245656888
22850542,residential,Nawab Tank Road,,,245656921|700774353|4341054367|700774332|245656943
22850545,service,,,,14019769607|14019769606|14019769605|245657065|14019769608|2216800284|7365802187|245657175|14019769612|14019769613|14019769625|14019769615|245657295
22850550,tertiary,,yes,,9868433318|10721012577|245656354
22850551,tertiary,,,,7379493821|2216800437|10110799440
22850552,residential,Gun Powder Road,,,245657174|245657203|245657215
22850554,service,,,,245657176|14019769643|2216800304|245657189|7365802185|2216800319|245657175
22850555,service,,,,245657295|245657296
22850556,tertiary,,,,245657292|245657294
22850557,tertiary,MD Naik Marg,,,245657064|2442536848|7366295663|245657056
22850562,tertiary,Muzawar Pakhadi Road,,,245656354|11143263708|11143248398|700746553|11143248397|700742310|12444109101|245656725|11054109503|8678095816|245656871
22850566,residential,Nawab Tank Bridge,,,245656869|245656889
22850567,tertiary,Muzawar Pakhadi Road,,,245657064|7365712484|7366295664|2442536847|245656921|2442536845|245656871
22850575,residential,,,,245656744|245656795
22850577,tertiary,Dockyard Road,yes,,245657056|700742407|245656943|13820969942|700742323|10226925142
22850579,primary,Barrister Nath Pai Marg,yes,50,245657867|12313877347|12313877354|245657904|245657947|245657957|245657976|245658040|11060891641|11929912784|245658145|11929912785|245658177|245658213|7379493830|245658310|245658362|7379493829|7379493828|7379493795|7379493827|245658427
22850584,residential,Imamwada Road; Dharamsi Street,,,245656047|245656048|245656049|620382321
22850585,residential,Yaqoob Street,,,245656376|245656377|245656378|620382327
22850586,service,,,,245657225|11031747032|2244632898|11031747033|495059134
22850593,service,,,,245654026|11068880298|245654212|11951934530|700742397|700746557|700742351|864881751|700742314|864881753|700742374|2244632729|700742336|700742396|700742356|700742338|4364323944|700742398
22850602,residential,1st Balu Changu Patil Marg,,,245656452|245656453|245656454|493896822|11953352259|861060293|861039835|11953352261|861039839|861039844|861039849|2246157814|861039855
22850604,residential,Babula Tank Cross Lane,,,245656225|7365882816|7365882815|860340975|2244632850|7514490679|245656471
22850606,service,,,,245656753|245656789
22850613,residential,,,,245656445|245656464|245656497
22850615,residential,Imamwada Road,,,245656050|11056195240|245656109|245656152|14008275345|861060188|14008275346|14008275347|245656225|14008275348|245656276|861060346
22850616,service,,,,245656083|245656154|245656162|245656082|245656083
22850619,service,,,,245656738|245656778
22850620,tertiary,J Rathod Marg,,,245656633|2442809532|245656754|245656766|14019558602|4341054348|2442809534|11054105972|14008113412|2442809536
22850623,residential,,,,245656680|245656716
22850624,residential,D Koyande Road,,,245656959|245656766
22850630,residential,A N Surve Marg (Umerkhadi Road),,,245656487|11056156828|245656496|3632762642|245656486|14021545469|3642430154|245656511|7365778310|7365778311|7365778312|245656541
22850639,residential,Narovji Hill Road No 11A,,,245656055|245656056
22850641,residential,1st Nowroji Hill Road,,,245656085|245656070|245656071|493900031|245656052|245656053|245656054|245656055
22850642,residential,2nd Balu Changu Patil Path,,,245656317|861039898|245656454|245656486
22850646,residential,Nowroji Hill Road No 2,,,245656233|245656226|245656227|245656200|245656189
22850648,residential,Nowroji Hill Road No 19,,,245656071|11185281453|245656227
22850649,residential,Nowroji Hill Road No 7,,,245656465|11056178225|245656497|245656512
22850652,residential,Nowroji Hill Road No 21,,,245656226|245656309
22850653,service,,,,245656154|7466012293|11135473748|245656185
22850656,residential,Saint Mary Road,,,2178176382|2244632880|12069302240|245657131|11033657442|245657227
22850657,residential,,,,245656655|245656680
22850658,residential,Nowroji Hill Road N0 16,,,245656052|245656200
22850659,service,,,,10938980062|245656671|14008368816|4362509364
22850660,residential,Mirza Ali Road,,,245656276|245656313|245656327|7365778328|7365778326|245656353|7365778325|7365778327|245656382
22850665,residential,Belvedere Road,,,245656959|4230826908|5164721021|245656994|5164721022|5164721023|245657027|5164721024|5164721025|5164721026|5164721027|5164721028|5164721029|5164721030|11954072770|245657107|11954072772|245657187
22850676,residential,Ismail Waghu Marg,,,245657107|11954072773|11070636129|245657149
22850677,residential,Nowroji Hill Road No 11,,,245656056|14008114140|860388526|245656347|11056172993|245656436|860378360|860378352
22850679,residential,Gun Powder Road,,,245657302|7365802215|245657321
22850681,residential,Jail Road North Cross Lane,,,245656316|245656453
22850685,residential,2nd Flank Road,,,245655907|245655922|2244632846|245655923
22850694,residential,,,,245656593|14021543497|14021543495|245656615
22850697,residential,Nowroji Hill Road No 9,,,245656533|245656554|245656568
22850700,residential,,,,245656633|2176144843|245656634|245656655
22850702,residential,2nd GP Lane,,,245657187|12313796479|245657252|12313796488|7366057248|10939596442|245657302
22850704,residential,Gun Powder Road,,,245657150|245657215|245657291
22850706,residential,Liladhar L Shah Road,,,858714861|245655371|858780267|245655445|245655497|245655528|245655561|11290747279|245655617|245655654|245655709|245655747|245655813|245655883|2176144835
22850709,residential,,,,245657173|7365802209|7365802208|7365802207|245657120|245657108|7365802210|7365802211|7365802212|11054109608|245657138
22850713,service,,,,245657005|10938981595|715051912|245657006
22850716,service,,,,245657025|3632762800|245657045
22850718,residential,Nowroji Hill Road No 4,yes,,245656308|861127983|14008114139|245656309|245656289|245656291
22850723,tertiary,Asha Sadan Marg,,,245656185|861060346|245656315
22850731,tertiary,Laxman Narayan Jadhav Road,,,245656521|245656452|2244632849|7365882813|7365882814|245656314|245656315
22850733,service,,,,245656532|10938980064|620466101|3632762681|245656678
22850734,residential,Nawab Tank Bridge Road,,,245656885|4341054363|2442536844|245656886|245656888|245656889
22850738,residential,Umerkhadi Cross Lane,,,245656007|10885845673|7365811580|7365811578|7365811579|245656111|7365811577|245656110|245656129
22850739,residential,G Bawdi Road,,,11070565508|245657161|245657197|245657214|245657234|245657249|245657252
22850740,residential,,,,245655526|245655629|245655696|245655735|245655783|245655840|11182539373|245655994|10885845670|245656110|2177958611
22850743,residential,Nowroji Hill Road No 5,yes,,245656389|245656401|11056178226|245656445|245656455
22850744,residential,Nowroji Hill Road No 11,,,11056177049|245656534|860378367|860378350
22850748,tertiary,Jail Road South,,,245656185|245656186|2177958611|245656188
22850750,residential,Manji Rathod Road,,,860373891|860373895|860373897|860373899|245656606|245656623
22850752,tertiary,Ramsheth Naik Road,,,493911795|7414783383|245657321|245657350|7414791494|7379857219|245657366|1651456041|7379857218|1651456042|7379857217|245657414|245657460
22850753,tertiary,,yes,,245656228|245655959
22850756,residential,,,,245656497|245656554
22850760,residential,Raichur Street,,,2176144829|245655869|245655883
22850762,service,,,,245655868|245655873
22850764,residential,D Koyande Road,,,245656754|10943435307|10943435306|10943435305|245656930
22850767,tertiary,,,,245655874|245655959
22850771,service,,,,245657044|10938981594|715051916|245657045
22850776,residential,,,,245656792|8645637198|245656886
22850779,service,,,,245656751|245656806
22850782,service,,,,861235158|245656778|14008368848|245656789|14008368859|245656806|2246157819|245656839|14008368881|14008368882|14008368883|14008368884
22850784,residential,,,,245656741|245656792
22850789,residential,D Koyande Road,,,245656930|7365876058|245656959
22850795,residential,,,,245656716|245656741
22850796,residential,,,,858527006|245655468|245655668|858473539|245655765|245655839|3632762571|10272730390|245655906|245656006|245656051|245656109
22850799,service,,,,245657006|245657045
22850811,tertiary,Hancock Bridge,,,245656739|245656843
22850814,tertiary,Samanthbhai Nanji Marg (Jail Road East),yes,,10885845674|245656085|245656188|245656233|245656308|861127986|2246157814|245656455|245656487|245656512|245656568|10277786607
22850819,tertiary,Dr Meisheri Road,yes,,11056177050|11056177049|245656533|245656465|860378350|245656446|860378352|245656389|11056172994|245656291|245656243|245656189|245656055|12393265231|10885845678|245656009
22850833,tertiary,Shivdas Champsi Marg (Mazagoan Road),,,12082381201|6552251918|6552320391|2244632863|2178176382|12069277530|245657149|10277786606|493966574
22850851,secondary,Dockyard Road,,,245657099|245657129|245657138|245657150|11070512504|11070565507|11070565508|3777263480|245657173|4343426715|245657187|4343426716
22850861,secondary,Sardar Vallabhbhai Patel Road,yes,,245655908|2176144830
22850863,primary,P D Mello Road,yes,50,2163539025|6554470116|6607657702|6601808735|1234815624|1234815651|2176215896|2176144722
22850869,secondary,Sardar Vallabhbhai Patel Road,yes,,861155655|245655957|489793048|14008251031|245655906|861060328|245655879|7486741994|7486741992|7486741993|245655880|245655921|861413051|493897553|10272730400|10885845686|10885845669|10885845670|10885845688|10885845671|10885845672|10885845673|14008114143|14008114141
22850905,residential,,,,245655719|245655764|1648784443|245655838|13997444814|6552125643|620393275
22850907,residential,Nakhoda Street,no,,245655264|245655316
22850910,residential,,,,245655145|7365712476|245655161
22850911,secondary,Ebrahim Rehmatullah Road,yes,,245655857|245655720|245655652|2246157809|245655525
22850915,residential,,,,245655038|245655059|245655084
22850919,residential,,,,245655285|858714860|245655416|245655480|245655529|245655569|245655655|245655769|245655869|2176144833
22850921,residential,Tandel Street South,,,245655614|245655680|245655766|245655825
22850926,living_street,,,,3273736201|245655293|245655414
22850930,residential,Surat Road,,,2176144787|245655225
22850931,living_street,,,,245655246|245655257
22850933,residential,Broach Street,,,245655138|14019598634|14019598629|245655157|3632648826|7366125275|1033816218
22850934,residential,JB Shah Road,,,245655671|245655683|14019571247|245655670|6367571267|6367571266|6367601867|245655653|2177958604|245655629|245655616|245655615|245655614|245655598|245655597
22850936,residential,3rd Clive Cross Road,,,245655496|245655497
22850937,residential,Kalyan Street,,,2176144826|245655569|245655654
22850948,residential,Nagadevi Cross Ln,yes,,245655126|245655147
22850949,residential,Nagadevi Cross Ln,yes,,245655147|245655156
22850950,residential,M E Sarang Marg,,,245655765|245655782|245655796|245655825|14008251033|245655840
22850952,residential,,,,245655146|13697932241|13697932242|245655162
22850953,residential,Dhobi street,,,245655127|245655171|13698104146|1033641261|3213739251
22850956,residential,Samuel Street,,,3632761532|14051493485|1033730043|245655137|245655181|245655295
22850975,residential,,,,245655188|245655156
22850978,tertiary,chakala street,,,2246157800|1034965696|715086885|715086886|715086888|1033584538|715086889|245655128|1033655187|14019574926|14019574924|245655172|1033655190|245655190|13717989777|13717989776|13717989775|3213739255
22850983,residential,,,,245655267|3632762005|858654722|245655452|245655512|858694734|14019647711|245655615
22850987,residential,Dontad Cross Street,,,245655443|245655455|7365882804|7365882805|7365882806|7365882802|7365882801|245655470|245655469|245655454|858654747|245655452
22850988,secondary,,yes,,245655339|620403338|620400517|12843656850|245655305|10687844876|2184321321|620400516|245655223
22850992,residential,,,,245655880|10272730396|245655796|14008251032|245655598|245655494|3213739255
22851000,residential,Kambekar Street,,,245655237|2244632830|245655479|3632762341|3632762357|245655597|13718185301|2244632842|245655782|245655858|10272730392|245655879
22851001,residential,2nd Clive Cross Road,,,245655444|245655445
22851008,residential,Bhaji Pala Lane,,,858938646|245655127|245655128
22851013,residential,,,,245655039|245655076|715086815|245655021|245655022
22851017,service,,,,245654724|245654730|245654910|12902600285
22851020,residential,Solapur Street,,,2176144828|245655769|245655813
22851027,living_street,Israil Mohalla Lane,,,245655414|858654823|11182662371|11182662372|11182662373|7365882805
22851031,service,,,,245655747|245655811
22851034,service,4th Clive Cross Road,,,245655527|14019726144|245655528
22851043,residential,,,,245655354|13717891283|245655257|245655217|3204252567|245655180|245655162|245655147
22851049,residential,,,,245655561|858737330|245655513|14019726143|245655480|2176144803
22851053,residential,,,,245655161|245655180|245655188|7365882809|6552154362
22851055,residential,Nagdevi Street,,,245655365|858491679|245655224
22851056,residential,Kazi Syed Street,,,14019680994|245655343|7365882792|7365882791
22851060,residential,,,,7365882812|3632796967|245655097|7365882810
22851066,residential,Ismail Curtey Marg,,,245655548|245655568|620396471|245655613|245655679|1625321751|7365778305|7365778306|7365778307|245655707|245655720
22851067,residential,Nishanpada Cross Lane,,,245655766|245655783
22851076,service,,,,245655785|245655798
22851077,residential,Abhaychand Gandhi Marg,,,245655181|7365811572|245655204|245655194|1033835079|1033666202
22851080,residential,,,,245655060|10598532658|245655084|245655125|245655145|2184321304|858509814
22851093,residential,Daryasthan Street,,,1033891474|245655192|245655202|245655280
22851095,tertiary,,yes,,1033609140|245655021|245655101|1035146468|245655204|245655296
22851096,residential,Old Bangalipura Road,,,2176144721|3632860914|14019572046|245655019|245655039
22851101,residential,Nagdevi Cross Lane,,,245655163|245655171
22851104,residential,Nakhoda Street,,,245655354|245655365
22851105,residential,1st Clive Cross Road,,,245655369|6170656891|858780267
22851107,residential,New Bangalipura Street,,,245655839|245655858
22851124,residential,Tantanpura Street,,,245655469|245655536|14019559872|14019559873|245655653
22851127,residential,Pune Street,,,245655709|245655655|2176144827
22851135,service,,,,620388490|12902600283|12902600284|245654979
22851141,service,,,,700746542|245654692|245654705|9168645672|245654724|245654750|245654829|245654874|11068251760|8360488240|245654887|12902600286|10945678012|245654886
22851150,residential,Miya Amhed Chotani Road,,,2246157809|245655667
22851166,residential,Veer Vithaldas Chandan Street (De Souza Street),,,1033736157|3632761387|3632761532|3632761542|493957460|1033655200|1033891402|245655191|245655218|245655267
22851168,residential,M Narayanrao Koli Street,,,245655101|245655102
22851172,residential,Kurla Street,,,245655416|245655355|245655371
22851175,residential,1st Flank Road,,,245655842|245655859|7365811566|7365778309|2244632845|245655860
22851176,service,,,,245654972|7365882788|245654959
22851184,service,5th Clive Cross Road,,,245655587|858737339
22851186,residential,,,,245655099|245655100|245655101
22851193,residential,Thane Street,,,2176144825|245655529|245655561
22851214,residential,Hazrat Abbas Street,,,245655295|245655342|245655367|14019647710|245655443|7365882790|858654789|245655537|14019605631|6367571270|6367571266
22851217,service,Masjid Siding Road,,,245655249|7366125276
22851219,residential,,yes,,245655156|2246157807
22851226,service,D Rattansey Marg,,,2176144785|245655138
22851242,residential,Narsi Natha Street,yes,,245655399|245655297
22851252,living_street,,,,245655124|858509814
22851295,primary,J. J. Flyover,yes,30,2258304273|6215526130|1643093980|628655250|1643093985|5845797348|628655253|1034933345|628655254|628655255|1034965752|628655256|245654954|1034965669|245655016|495070931|495070930|1034965672|495070935|1034965673|495070932|2258304285|495070939|245655265|1035206271|489793266|13697964201|1035206276|1035206277|489793272|1035206282|245655433|245655493|495070963|1035206308|495070967|245655781|1035206314|245655824|245655867|1035206326|245655920|1035206331|489794420|2258304298|495058971|245656017|245656068|1035206352|245656288|245656312|495052789|1035206372|245656388|245656422|245656451|1035206382|245656565|245656668|12122007183
22851312,primary,P D' Mello Road,yes,50,245656885|10282074758|245656844|2176144865|2176144863|2176144844|2176144843|9868433322|2176144841|11929919469|11929911054|12449363009|12449363014|2176144839
22851321,service,Boat Hard Road,,,245657786|245657765|11061125600|2216800733|245657801|7414791508|245657794|7414791504|7414791506|7414791512|7414791515|245657737
22851328,service,,,,245657836|7414791518|7414791509|3591989440|245657888
22851333,tertiary,4th Lane,,,245657868|3777263515|245658027
22851342,tertiary,,,,245657868|9156468940|10277786587|9156468941|10277786589|10281800020
22851357,service,South Wharf Road,,,245658027|245657959|493923755|700784269
22851366,service,2st Lane,,,245657547|245657536
22851367,service,,,,245657617|13296572432|245657657|13296572430|13296572431
22851381,unclassified,S A M Dattar Road,,,245657443|12833421437|2216800609|2216800602|245657445
22851387,service,,,,4343426745|4343426746|245657660|245657690
22851389,service,,,,245657602|245657641|245657685
22851392,service,,,,245657579|245657629|245657679
22851393,service,Coal Bundar Road,,,245657652|7279291191|245657661|245657679|245657685|245657690|4362365091|7466012291
22851395,service,,,,245657652|7279291190|7279291192|7279291189|7279291188|245657620
22851401,service,Kaara Street,,,245657570|245657577
22851404,service,,,,245657573|245657621|245657661
22851410,service,,,,245657600|245657630|4343426746|245657602|245657579|245657573|700784272
22851418,service,,,,245658297|700886269
22851425,service,,,,10970309785|245658507|245658311
22851426,service,Seventh Street,,,245658135|245658186|245658317|245658396|5714174702
22851427,service,,,,245657765|700784279|700784265|700784269|245658065|245658197
22851438,service,4th Lane,,,245657619|245657618|245657617|245657616
22851440,tertiary,Magazine Street,,,245657294|2216800519|14019769624|14019769623|2216800591|10570451646|245657443|245657498|245657536|245657570|245657618|13296572433|700886129|7466012285|245657732|245657831
22851442,tertiary,4th Lane,yes,,493925820|245657830|493925830|245657784|12088684339|245657730|10960828791|245657497|245657442|10570451644
22851446,tertiary,1st Lane,,,245657511|2216800645|2216800654|10259205337|245657498
22851448,service,,,,245657801|245657857|245657888
22851467,service,,,,245658180|5588963592|5588963593|5588963594|5588963595|245658233
22851468,service,Cotton Avenue,,,5330411162|245658454|245658519|245658580|245658624|245658661|245658736|245658749
22851470,service,Sixth Street,,,245658153|245658195|245658324|245658403|5714174701
22851471,service,First Avenue,,,245658304|245658317|245658324|245658328|245658336|245658340|245658345|245658351
22851477,residential,,,,245658272|4233239019|528954877
22851487,service,,,,700784279|245657857|7414791507|10721009183|7414791510|7414791505|7414791511|7414791514|7414791516|7414791521|7414791520|7414791523|245657771
22851498,tertiary,Hay Bandar Road,,,245658027|3777263518|700851670|4362365094|7812161128|493925226|245658197
22851503,tertiary,Signal Hill Avenue,,,245658197|245658247|2216800776|11066902485|245658266|245658288|2216800791|245658299|245658297|2216800780|245658272|4233238998|2216800778|528954492|10259205361|2216800777
22851510,tertiary,Signal Hill Avenue,,,245657831|10277786593|1287923907|245657905|11273899164|245657972|245658027
22851513,tertiary,Sant Savata Marg,,,245657817|245657831
22851515,tertiary,Sant Savata Marg,yes,,2443096207|493914326|700774319|13851566379|700774339|10110799439
22851530,service,Third Avenue,,,245658454|245658458|245658462|245658468|245658471|245658477|245658487|245658491|245658504
22851535,service,Fourth Street,,,245658280|245658340|245658411|245658477
22851547,residential,,,,245658892|245658882|2216534269|10129412740|700895741
22851553,service,,,,245658528|9156468945|9156468946|9156468944|9156468943|245658586
22851556,service,,,,245658519|245658539
22851562,tertiary,,yes,,2216800803|245658586|245658502|245658436|5330411160|5330411163|10281796508|11273906953|10281800017|10281800018|10281800019|10281800020
22851579,residential,Zakaria Bunder Cross Road 3,,,245658718|245658733
22851580,residential,Zakaria Bunder Cross Road 2,,,245658712|245658717
22851581,residential,Zakaria Bunder Cross Road 1,,,245658703|245658708
22851590,service,,,,245658455|9156468942|9156468947|9156468948|9156468949|245658502
22851598,service,,,,245658624|528937599|245658652
22851603,service,Zakeria Bandar Marg,,,245658069|245658112|245658135|245658153|245658178|245658206|245658232|5714174516|245658280|245658327|245658351|245658383|528926043|245658431|245658453|245658470|245658496|528929633|245658504|245658573|245658608|245658652|245658683|245658735|245658748|245658749|528937648
22851649,service,,,,245658661|245658683
22851655,tertiary,Haji Bandar Road,,,2216800777|10259205360|10259205362|7288785004|7279285176|7279291199|245658409|245658442|245658498|245658540|245658587
22851658,tertiary,Messent Road,,,245658587|2216800801|700851657|7321172600|700851692|2216800813|245658821|12357731417|245658898
22851682,residential,H A Palay Marg,,,245658335|9673201643|6573830998|7813319796|1281413906|12079904406|11041717725|11041717723|4233239012
22851683,residential,,,,245658219|6574552682|13819944592|6574552681|6574552678|4233239010|14014054117|14014054118|4233239012|245658388
22851685,service,First Street,,,245658383|245658421|528929633
22851703,tertiary,Tanaji Malusare Road (Albert Road),,,245658430|11042645736|245658448
22851706,residential,,,,245658946|245658965
22851710,tertiary,A G Pawar Marg,,,245658407|1281418401|14014071619|6583684547|1281462319|245658388|10310290910|1281413904|245658392|10310290909|11036734932|7466006882|7466006883|245658402
22851721,service,Second Street,,,245658351|245658419|245658491
22851725,tertiary,S N Reddy Road,,,245658354|12082383016|245658362
22851727,residential,,,,245658884|1165388831
22851731,service,Third Street,,,245658327|245658345|245658418|245658487
22851735,residential,,,,245658928|245658942
22851736,residential,,,,245658917|245658911|13800667469|13800667468|245658881
22851741,residential,Dinshaw Petit Road,,,1966835472|597286205|13803051032|13803051031|245658577|13803051034|13803051033|13803051035|14013983883|245658578|14013983885|245658618|13803051036|13803051037|13803051038|245658634|1281383993|11036779452|11036779453|701118325
22851742,residential,,,,245658877|13800687988|245658928
22851747,residential,,,,245658928|13800673553|245658946
22851755,residential,,,,245658884|13800667464|13800667470|13800667466|13800673550|245658946
22851757,residential,,,,5580889163|4366151376|4366151374|10942120572
22851759,residential,,,,245658815|245658884
22851760,residential,Ganesh Nagar Lane,,,2442545398|14013865361|14013865365|6567474111|245658635|245658634
22851762,residential,,,,245658877|13800687995|11036737395|245658881|11036737392|11036737393|11036737394|245658884
22851765,residential,,,,245658815|245658877
22851773,residential,,,,245658792|245658815
22851778,residential,,,,245658867|245658877
22851781,tertiary,Ghodapdeo Road,,,245658494|7379493845|7379493844|7379493846|7379493847|700851671|245658430
22851782,tertiary,T B Kadam Marg (Chinchpokli Road),,,245658378|3777263525|7379857235|14014063952|245658407|6583684544|5099860320|12447029133|245658448
22851787,tertiary,Ghodapdeo Road,,,245658402|7379857232|7379857233|7379857234|245658430
22851808,secondary,Shrikanth Hadkar Marg,yes,,5921457076|700886327|14013855785|2216533584|700886076|245658513|7379493834|245658509|7379493835|7379493836|700851685|700851651|7379493838|7379493837|700851628|700851701
22851851,residential,Station Road,,,245657886|245657936|1646155634|7414783355|4264471174|10614415935
22851854,tertiary,Dadoji Konddev Marg,yes,,245658309|14014076289|14014076278|6569449967|245658226
22851858,service,Sitapalwadi Road,,,11042089435|11042089436|245657697|12067751306|245657698
22851865,residential,,,,245657599|245657637
22851876,residential,,,,700774350|245657970|245658024|700774358|700774337
22851880,residential,,,,245658227|10732518838|14008577230|11066407230|4233239004|245658286|14008577231|245658310|7379493794
22851881,residential,Cross Road 2,,,245658165|8695680162|245658177
22851883,tertiary,PS Mandlik Bridge,,,245658111|700725759|9677581481|493930541|4294951709|700725804|493930542
22851889,residential,,,,245657665|2244633022|245657762|11953259507|10569641561
22851890,residential,N U B Marg,,,245657635|11953259584|245657651|11953366537|11953366536|493914557
22851897,service,,,,245657845|7379493831|245657867
22851900,residential,,,,245657763|11052137048|245657840|245657926|2244633044
22851914,residential,DN Singh Road No 1,,,245657364|245657407
22851917,residential,,,,245658127|245658165
22851926,residential,DN Singh Road No 2,,,245657320|14008503061|245657364|245657380
22851928,residential,DN Singh Road No 4,,,1651456040|2244632930|245657347|245657380
22851933,residential,K R Mhatre Marg,,,245657951|7425930306|12067736480|700774350|245657957
22851934,residential,,,,245657913|245657947
22851935,service,,,,245657881|245657904|7379493809
22851937,residential,,,,245658205|11340734445|245658221
22851938,tertiary,E.S. Patanwala Marg,yes,,245658202|14014070517|245658203|14014070520|11041692794|14014070522|1281462280|14014070525|13444840722|245658193
22851940,service,,,,245658179|245658186|245658195|245658194|245658206
22851943,residential,,,,4233239004|245658287
22851947,residential,Keshavrao Borkar Marg,,20,245658219|14014054120|14014054125|245658220|7379857230|7379857229|7379857231|245658252|9074255654|11066398326|245658262
22851948,residential,Cross Road 1,,,11340734445|245658227
22851949,residential,K Borkar Road,,,245658219|6569449961|13800574376|13800574378|13800574377|245658226
22851955,residential,Seth Moti Shah Road (Love Lane),,,245657326|2244632951|245657407|4366151606|14002916110|4366151597|4366151594|493911807|8678653836|2244632977|14022061889|14022061888|245657476|14022061891|2244632980|10939527447|493911808|6575755233|493911809|6575755231|3777263491|6575755230|2244632996|4366151377|245657599|6571805234|1375482694
22851956,residential,,,,245657587|11337182642|245657588
22851958,residential,Sheik Hafizuddin Marg,,,245657418|10883734241|10883734242|6574282580|245657449|494882417|1379760161|245657509|14022051028|245657524|1379760163|245657545|245657544|14008387937|14008344493|245657543
22851960,residential,Champsi Bhimji Marg,,,245657460|11070605055|9713962396|4366151609|1651456044|493911811|245657563
22851961,service,,,,245657626|11337244515|245657627
22851964,service,Exchange Street,,,245658232|245658336|245658408|245658471|245658539|5907931799|528937593|245658608
22851987,residential,,,,245658165|245658205
22851991,service,Fifth Street,,,245658178|245658194|245658328|245658405
22851997,residential,,,,8695680161|8695680162|245658210|245658227
22851998,tertiary,Dadoji Konddev Marg,yes,,245658226|4233238997|6944189888
22852000,residential,Ghodapedo Cross Road,,,245658120|245658127|245658134|8695680161|245658145
22852001,residential,,,,245658003|245658134
22852010,tertiary,Rambhau Bhogle Marg,,,245657844|7414791527|14008517609|245657855|7414791526|245657896|7379857212|7379857211|493929301|7379857210|7379857209|245657951|245657956|245657989|7425930303|493929302|245658120|14014070516|245658193
22852017,tertiary,Rambhau Bhogle Marg,,,245658221|245658262|245658293|11340713216|11066407227|14008577219|9673201641|10310290912|245658335|10310290911|245658354|6573830996|245658382|7430392515|245658402
22852027,tertiary,Dr Mascarenhas Road (Mount Road),,,14008503065|14008503069|14008503072|14008503063|11070646000|4366151607|8703873013|7414783377|11070634745|245657563|245657587
22852038,tertiary,Sant Savata Marg,,,245657747|2244633024|245657754|10569641561|14008414462|245657763|4366151380|6571838396|13887510803|2244633026|11953259432|2244633030|3777263492|3777263499|11953259437|3777263500|8711657861|11052136689|2244633032|11953259383|245657844
22852045,secondary,N M Joshi Marg,,,245657656|9903135301|6167841744
22852079,residential,Sophia College Lane,,,10785298063|11038599040|10785298059|245657312|13352592992|245657330|245657356|10785298060|13906476872|245657379|13906476873|13906502897|11043949132|13906476883|11043913149|11043949129|13906473376|245657385|460556545|1148585576|460555860
22852081,residential,Janata Nagar Marg,,,245657371|13908607343|13908607342|13908607341|618738019|13908607340|11064500945|618738020
22852083,residential,,,,245657314|11209882643|12079992703|12079992704|245657304|245657315
22852086,tertiary,Maulana Azad Road North,yes,,12698412250|12698412251|12698412248|10569741886|10277817425|11033616597|12397421569|4362509367|7383826097|11237867491|2244632919|2244632928|11021686212|14021787834|245657342|245657353|11237887172|13521231801|4362509371|245657459|245657543
22852090,service,,,,245657319|5092351606|11185398352|245657363
22852091,residential,,,,1379760153|7384450896|1379760151|7384450897|7384450895|1379760152|7384450894|245657354
22852101,service,,,,494909918|245658381|11142757085|494928810|245658369
22852103,residential,Junior Boricha Marg,,,245658377|6165302140|245658386|245658415|13805951078|13806303860|13820175830|12850657133|13815719322|245658461|12850657134|13805528458|13806053875|12985153242|13805528463|13806707432|13806707420|13806707429|245658511|245658541|13806707419|13806707417|13806707418|494909911|13806707416|13806707415|494909912|494909913
22852107,residential,BK Singh Marg,,,1966835468|6165302136|13805494397|13805494398
